House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
81,Glasgow Walks,Alan,Richards,62,Head,Single,Male,Tourism officer,None,Christian
81,Glasgow Walks,Mitchell,Young,47,None,Single,Male,Health and safety inspector,None,No Religion
82,Glasgow Walks,Hilary,Harding,67,Head,Single,Female,"Engineer, structural",None,No Religion
83,Glasgow Walks,Kate,Booth,43,Head,Single,Female,Midwife,None,Christian
84,Glasgow Walks,Marilyn,Roberts,56,Head,Divorced,Female,"Optician, dispensing",None,Christian
85,Glasgow Walks,Linda,Thomas,37,Head,Widowed,Female,Chiropractor,None,Christian
86,Glasgow Walks,Mary,Bishop,29,Head,Single,Female,Management consultant,None,No Religion
86,Glasgow Walks,Shane,West,32,Partner,Single,Male,Commercial horticulturist,None,No Religion
86,Glasgow Walks,Steven,Bishop,3,Son,NA,Male,Child,None,No Religion
87,Glasgow Walks,Marian,Rose,64,Head,Single,Female,"Administrator, education",None,Christian
87,Glasgow Walks,Gordon,Patel,73,Partner,Single,Male,Retired Software engineer,None,Christian
88,Glasgow Walks,Vanessa,Scott,72,Head,Single,Female,Retired Dealer,None,Christian
89,Glasgow Walks,Fiona,Curtis,53,Head,Single,Female,Cabin crew,None,Christian
89,Glasgow Walks,Lewis,Pearson,55,Partner,Single,Male,"Engineer, structural",None,No Religion
90,Glasgow Walks,Stuart,Rose,49,Head,Single,Male,Comptroller,None,No Religion
91,Glasgow Walks,Ben,Marsh,18,Head,Single,Male,Student,None,
92,Glasgow Walks,Louise,Roberts,57,Head,Married,Female,"Civil engineer, contracting",None,Christian
92,Glasgow Walks,Andrew,Roberts,54,Husband,Married,Male,Unemployed,None,Christian
92,Glasgow Walks,Anthony,Roberts,27,Son,Widowed,Male,Graphic designer,None,Christian
92,Glasgow Walks,Pauline,Roberts,25,Daughter,Divorced,Female,Merchant navy officer,None,Christian
93,Glasgow Walks,Lee,Brown,68,Head,Widowed,Male,Retired Phytotherapist,None,Christian
94,Glasgow Walks,Lawrence,Webb,24,Head,Single,Male,Unemployed,None,Christian
94,Glasgow Walks,Andrew,Webb,7,Son,NA,Male,Student,None,NA
95,Glasgow Walks,Gerard,Holmes,60,Head,Single,Male,TEFL teacher,None,Christian
95,Glasgow Walks,Callum,Jarvis,31,None,Single,Male,Restaurant manager,None,Christian
96,Glasgow Walks,Natalie,Johnson,84,Head,Widowed,Female,Unemployed,None,Christian
96,Glasgow Walks,Dawn,Johnson,44,Daughter,Single,Female,Artist,None,Christian
97,Glasgow Walks,Gerald,Thomas,34,Head,Single,Male,"Designer, ceramics/pottery",None,No Religion
98,Glasgow Walks,Marian,Bird,62,Head,Divorced,Female,"Buyer, industrial",None,Christian
99,Glasgow Walks,Irene,Baker,39,Head,Married,Female,"Surveyor, mining",None,Christian
99,Glasgow Walks,Craig,Baker,40,Husband,Married,Male,Call centre manager,None,Christian
100,Glasgow Walks,Marion,Barnett,22,Head,Divorced,Female,University Student,None,No Religion
101,Glasgow Walks,Annette,Scott,37,Head,Married,Female,Youth worker,None,Christian
101,Glasgow Walks,Christopher,Scott,40,Husband,Married,Male,Sports coach,None,No Religion
101,Glasgow Walks,Stephen,Scott,15,Son,NA,Male,Student,None,Christian
102,Glasgow Walks,Diana,Lewis,79,Head,Married,Female,Retired Advertising account executive,None,Christian
102,Glasgow Walks,Bruce,Lewis,81,Husband,Married,Male,Retired Print production planner,None,Christian
103,Glasgow Walks,Geoffrey,Brown,49,Head,Single,Male,"Surveyor, building control",None,Christian
104,Glasgow Walks,Bryan,Johnson,81,Head,Married,Male,Retired Clinical biochemist,None,No Religion
104,Glasgow Walks,Janet,Campbell,80,Wife,Married,Female,Retired Museum/gallery exhibitions officer,None,No Religion
105,Glasgow Walks,Charlene,Holland,29,Head,Single,Female,Museum/gallery conservator,None,No Religion
106,Glasgow Walks,Mohammed,Ellis,51,Head,Single,Male,Location manager,None,Christian
107,Glasgow Walks,Sylvia,Hudson,36,Head,Single,Female,Unemployed,None,Christian
108,Glasgow Walks,Joanna,Evans,40,Head,Divorced,Female,Printmaker,None,Christian
109,Glasgow Walks,Joyce,French,26,Head,Divorced,Female,Stage manager,None,Christian
110,Glasgow Walks,Edward,Gallagher,21,Head,Single,Male,University Student,None,No Religion
111,Glasgow Walks,Craig,Lane,34,Head,Single,Male,"Production assistant, television",None,Muslim
112,Glasgow Walks,Hazel,Evans,34,Head,Single,Female,Aeronautical engineer,None,No Religion
112,Glasgow Walks,Ashley,Ball,42,Partner,Single,Male,Paediatric nurse,None,No Religion
113,Glasgow Walks,Chloe,Cooper,72,Head,Married,Female,Retired Recycling officer,None,Christian
113,Glasgow Walks,Samuel,Cooper,77,Husband,Married,Male,Retired Commissioning editor,None,Christian
114,Glasgow Walks,Anthony,Porter,69,Head,Widowed,Male,Retired Education administrator,None,No Religion
115,Glasgow Walks,Garry,Williams,31,Head,Single,Male,PhD Student,None,Christian
115,Glasgow Walks,Roger,Watts,21,None,Single,Male,University Student,None,Christian
115,Glasgow Walks,Rosie,Thomas,19,None,Single,Female,University Student,None,Christian
115,Glasgow Walks,Rita,Hill,30,None,Single,Female,PhD Student,None,Christian
116,Glasgow Walks,Jacqueline,Wright,38,Head,Married,Female,Newspaper journalist,None,No Religion
116,Glasgow Walks,Russell,Wright,44,Husband,Married,Male,Ranger/warden,None,No Religion
116,Glasgow Walks,Dale,Wright,8,Son,NA,Male,Student,None,No Religion
117,Glasgow Walks,Gavin,Hill,70,Head,Divorced,Male,"Retired Conservator, museum/gallery",None,Christian
118,Glasgow Walks,June,Johnson,62,Head,Married,Female,Insurance account manager,None,Christian
118,Glasgow Walks,Ian,Johnson,67,Husband,Married,Male,Insurance account manager,None,Christian
118,Glasgow Walks,Glenn,Johnson,5,Grandson,NA,Male,Student,None,NA
119,Glasgow Walks,William,Morgan,40,Head,Single,Male,"Lecturer, further education",None,No Religion
120,Glasgow Walks,Helen,Clark,74,Head,Widowed,Female,"Retired Engineer, electronics",None,No Religion
121,Glasgow Walks,Janice,Taylor,45,Head,Single,Female,Immunologist,None,No Religion
121,Glasgow Walks,Chloe,Finch,46,None,Single,Female,"Designer, television/film set",None,No Religion
121,Glasgow Walks,Lindsey,Norman,39,None,Widowed,Female,"Administrator, sports",None,No Religion
122,Glasgow Walks,Clifford,Sutton,74,Head,Widowed,Male,"Retired Administrator, sports",None,Christian
123,Glasgow Walks,Ben,Hancock,19,Head,Single,Male,University Student,None,No Religion
123,Glasgow Walks,Rachael,Elliott,21,Partner,Single,Female,University Student,None,No Religion
124,Glasgow Walks,Judith,Thompson,46,Head,Divorced,Female,"Engineer, land",None,Christian
125,Glasgow Walks,Stewart,Welch,81,Head,Widowed,Male,"Retired Restaurant manager, fast food",None,Christian
126,Glasgow Walks,Jasmine,Hilton,51,Head,Single,Female,Banker,None,Sikh
126,Glasgow Walks,Joe,Hilton,21,Son,Single,Male,Textile designer,None,Sikh
127,Glasgow Walks,Lynn,Davison,23,Head,Married,Female,Banker,None,No Religion
127,Glasgow Walks,Scott,Davison,30,Husband,Married,Male,Careers adviser,None,No Religion
128,Glasgow Walks,Stuart,Fitzgerald,65,Head,Widowed,Male,IT technical support officer,None,Christian
129,Glasgow Walks,Russell,Jackson,74,Head,Widowed,Male,Retired Social worker,None,Christian
130,Glasgow Walks,Patricia,Anderson,78,Head,Widowed,Female,Retired Field trials officer,None,No Religion
131,Glasgow Walks,Chloe,Green,40,Head,Single,Female,"Editor, magazine features",None,No Religion
132,Glasgow Walks,Thomas,Smith,44,Head,Married,Male,Unemployed,None,Christian
132,Glasgow Walks,Judith,Smith,44,Wife,Married,Female,Armed forces logistics/support/administrative officer,None,No Religion
132,Glasgow Walks,Gillian,Smith,12,Niece,NA,Female,Student,None,NA
133,Glasgow Walks,Reece,Mills,49,Head,Single,Male,Energy engineer,None,Christian
134,Glasgow Walks,Maureen,Turner,36,Head,Married,Female,Manufacturing engineer,None,Christian
134,Glasgow Walks,Charles,Turner,40,Husband,Married,Male,Unemployed,None,No Religion
134,Glasgow Walks,Claire,Turner,16,Daughter,NA,Female,Student,None,No Religion
135,Glasgow Walks,Jasmine,Jones-Russell,43,Head,Divorced,Female,Unemployed,None,No Religion
135,Glasgow Walks,Peter,Jones-Russell,9,Son,NA,Male,Student,None,NA
136,Glasgow Walks,Lucy,Davies,57,Head,Married,Female,"Programmer, multimedia",None,Christian
136,Glasgow Walks,Elliott,Davies,57,Husband,Married,Male,"Accountant, chartered",None,Christian
137,Glasgow Walks,Jean,Glover,58,Head,Divorced,Female,"Administrator, education",None,Christian
138,Glasgow Walks,Ashleigh,Barnes,82,Head,Widowed,Female,Retired Theatre manager,None,Christian
139,Glasgow Walks,Jessica,Brooks,37,Head,Single,Female,Press sub,None,Christian
140,Glasgow Walks,Pamela,Hall,81,Head,Single,Female,"Retired Engineer, control and instrumentation",None,No Religion
141,Glasgow Walks,Rosie,Barber,51,Head,Married,Female,Plant breeder/geneticist,None,Christian
141,Glasgow Walks,Derek,Barber,47,Husband,Married,Male,Tax inspector,None,Christian
142,Glasgow Walks,Louise,Miles,63,Head,Married,Female,Claims inspector/assessor,None,Christian
142,Glasgow Walks,Justin,Miles,63,Husband,Married,Male,Unemployed,None,No Religion
143,Glasgow Walks,Michelle,Taylor,50,Head,Married,Female,"Teacher, primary school",None,Christian
143,Glasgow Walks,Richard,Taylor,52,Husband,Married,Male,"Psychologist, occupational",None,No Religion
143,Glasgow Walks,Liam,Taylor,23,Son,Single,Male,Medical physicist,None,Christian
144,Glasgow Walks,Amanda,Lewis,37,Head,Single,Female,Unemployed,None,Christian
144,Glasgow Walks,Darren,Lewis,11,Son,NA,Male,Student,None,NA
145,Glasgow Walks,Clifford,Johnson,71,Head,Divorced,Male,Unemployed,None,Christian
146,Glasgow Walks,Gavin,Knight,37,Head,Divorced,Male,Pharmacologist,None,No Religion
147,Glasgow Walks,Lesley,Jones,41,Head,Married,Female,Forensic scientist,None,Christian
147,Glasgow Walks,Brian,Jones,43,Husband,Married,Male,Horticultural consultant,None,Christian
147,Glasgow Walks,Dawn,Jones,5,Daughter,NA,Female,Student,None,No Religion
148,Glasgow Walks,Margaret,Murphy,39,Head,Single,Female,"Surveyor, rural practice",None,Christian
149,Glasgow Walks,Sylvia,Lynch,45,Head,Married,Female,Civil Service administrator,None,Christian
149,Glasgow Walks,Kyle,Lynch,49,Husband,Married,Male,Clinical research associate,None,Christian
149,Glasgow Walks,George,Lynch,10,Son,NA,Male,Student,None,No Religion
150,Glasgow Walks,Brenda,Morrison,67,Head,Widowed,Female,Hydrogeologist,None,No Religion
151,Glasgow Walks,Janice,Ashton,69,Head,Widowed,Female,"Retired Therapist, speech and language",None,No Religion
152,Glasgow Walks,Denise,Green,43,Head,Single,Female,Unemployed,None,Christian
152,Glasgow Walks,Abdul,Green,13,Son,NA,Male,Student,None,NA
153,Glasgow Walks,Nicola,Crawford,59,Head,Single,Female,Media buyer,None,Christian
153,Glasgow Walks,Rachel,Powell,31,None,Single,Female,Information systems manager,None,No Religion
153,Glasgow Walks,Reece,Read,56,None,Single,Male,Exercise physiologist,None,Christian
154,Glasgow Walks,Cheryl,French,24,Head,Single,Female,Barrister,None,Christian
155,Glasgow Walks,Amanda,Hartley,57,Head,Single,Female,Futures trader,None,No Religion
155,Glasgow Walks,Marc,Hartley,36,Son,Divorced,Male,Conference centre manager,None,No Religion
156,Glasgow Walks,Lindsey,Sanders,27,Head,Single,Female,Merchant navy officer,None,Christian
157,Glasgow Walks,Hollie,Gray,31,Head,Married,Female,Actuary,None,Christian
157,Glasgow Walks,Ross,Gray,27,Husband,Married,Male,Building services engineer,None,Christian
157,Glasgow Walks,Grace,Gray,1,Daughter,NA,Female,Child,None,No Religion
158,Glasgow Walks,Ellie,Roberts,60,Head,Single,Female,"Surveyor, land/geomatics",None,No Religion
159,Glasgow Walks,Anthony,Martin,62,Head,Single,Male,Art therapist,None,No Religion
159,Glasgow Walks,Ian,Martin,3,Grandson,NA,Male,Child,None,NA
160,Glasgow Walks,Alexander,Turner,44,Head,Single,Male,"Engineer, manufacturing",None,Christian
161,Glasgow Walks,Teresa,Phillips,69,Head,Widowed,Female,Retired Commercial/residential surveyor,None,Christian
162,Glasgow Walks,Emma,Brown,49,Head,Single,Female,Medical sales representative,None,Christian
162,Glasgow Walks,Scott,Webb,13,Son,NA,Male,Student,None,NA
163,Glasgow Walks,Claire,Robertson,68,Head,Widowed,Female,Retired Holiday representative,None,Christian
164,Glasgow Walks,Patricia,Bradley,47,Head,Single,Female,Architect,None,Christian
165,Glasgow Walks,Carolyn,Harris,87,Head,Widowed,Female,Retired Chartered management accountant,None,No Religion
166,Glasgow Walks,Hollie,Bates,42,Head,Divorced,Female,Warehouse manager,None,No Religion
166,Glasgow Walks,Lesley,Bates,16,Daughter,NA,Female,Student,None,NA
167,Glasgow Walks,Howard,Doherty,45,Head,Single,Male,"Scientist, forensic",None,Christian
168,Glasgow Walks,Sally,Thompson,64,Head,Divorced,Female,Unemployed,None,Muslim
168,Glasgow Walks,Jonathan,Thompson,35,Son,Divorced,Male,Freight forwarder,None,Muslim
169,Glasgow Walks,Christine,Rogers,57,Head,Married,Female,Recycling officer,None,Christian
169,Glasgow Walks,Nathan,Rogers,59,Husband,Married,Male,Toxicologist,None,Christian
170,Glasgow Walks,John,Foster,74,Head,Married,Male,Retired Fast food restaurant manager,None,No Religion
170,Glasgow Walks,Cheryl,Foster,71,Wife,Married,Female,"Retired Sound technician, broadcasting/film/video",None,No Religion
171,Glasgow Walks,Lindsey,Johnson,31,Head,Divorced,Female,"Engineer, materials",None,No Religion
172,Glasgow Walks,Donna,Sharpe,66,Head,Single,Female,"Buyer, retail",None,Christian
173,Glasgow Walks,Ruth,Gardner,29,Head,Single,Female,Pathologist,None,No Religion
173,Glasgow Walks,Ben,Hussain,28,Partner,Single,Male,Occupational therapist,None,No Religion
174,Glasgow Walks,Jade,Walker,46,Head,Single,Female,"Teacher, secondary school",None,Christian
175,Glasgow Walks,Dorothy,Fry,20,Head,Single,Female,University Student,None,No Religion
176,Glasgow Walks,Gregory,Miller,33,Head,Single,Male,Primary school teacher,None,Christian
177,Glasgow Walks,Grace,John,34,Head,Married,Female,Amenity horticulturist,None,No Religion
177,Glasgow Walks,Gerard,John,37,Husband,Married,Male,Gaffer,None,No Religion
178,Glasgow Walks,Elliott,Griffin,67,Head,Widowed,Male,Education administrator,None,No Religion
179,Glasgow Walks,Samuel,Potter,40,Head,Single,Male,Bookseller,None,Christian
180,Glasgow Walks,Kimberley,Connolly,33,Head,Single,Female,"Conservation officer, historic buildings",None,No Religion
180,Glasgow Walks,Wendy,Fitzgerald,40,None,Single,Female,"Administrator, Civil Service",None,No Religion
180,Glasgow Walks,Tony,Newman,33,None,Single,Male,IT trainer,None,No Religion
181,Glasgow Walks,Roy,Roberts,23,Head,Single,Male,"Civil engineer, consulting",Deaf,No Religion
181,Glasgow Walks,Vincent,Thomas,53,None,Single,Male,Building services engineer,None,No Religion
182,Glasgow Walks,Ian,Williams,87,Head,Married,Male,"Retired Designer, television/film set",None,Christian
182,Glasgow Walks,Kim,Williams,87,Wife,Married,Female,"Retired Administrator, arts",None,Christian
183,Glasgow Walks,Joyce,West,49,Head,Single,Female,Make,None,Christian
184,Glasgow Walks,Nicholas,Hill,44,Head,Single,Male,Dramatherapist,None,No Religion
185,Glasgow Walks,Pamela,Myers,22,Head,Single,Female,University Student,None,No Religion
186,Glasgow Walks,Stacey,Dunn,67,Head,Widowed,Female,Video editor,None,Christian
1,Andrews Camp,Melissa,Jackson,31,Head,Single,Female,"Conservation officer, nature",None,No Religion
1,Andrews Camp,Jake,Hill,32,Partner,Single,Male,Therapeutic radiographer,None,No Religion
2,Andrews Camp,Kerry,Mills,36,Head,Divorced,Female,Technical brewer,None,Christian
3,Andrews Camp,Kathleen,Lawson,26,Head,Married,Female,Actuary,None,No Religion
3,Andrews Camp,Frank,Lawson,26,Husband,Married,Male,Aeronautical engineer,None,No Religion
4,Andrews Camp,Benjamin,Bailey,65,Head,Divorced,Male,Corporate treasurer,None,No Religion
5,Andrews Camp,Elizabeth,Harrison,47,Head,Divorced,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
5,Andrews Camp,Hugh,Harrison,10,Son,NA,Male,Student,None,NA
6,Andrews Camp,Amber,Harris,46,Head,Divorced,Female,"Designer, blown glass/stained glass",None,Christian
6,Andrews Camp,Kayleigh,Harris,19,Daughter,Widowed,Female,University Student,None,Christian
7,Andrews Camp,Hannah,Thornton,47,Head,Single,Female,Community education officer,None,Christian
7,Andrews Camp,Georgia,Thornton,17,Daughter,NA,Female,Student,None,NA
8,Andrews Camp,Jacqueline,Hicks,35,Head,Single,Female,Television camera operator,None,Greek
9,Andrews Camp,Robert,Smith,74,Head,Married,Male,"Retired Exhibitions officer, museum/gallery",None,Christian
9,Andrews Camp,Lydia,Smith,72,Wife,Married,Female,Retired Pensions consultant,None,Christian
10,Andrews Camp,Charlotte,Wood,77,Head,Widowed,Female,Retired Purchasing manager,None,Christian
11,Andrews Camp,Guy,Jordan,52,Head,Divorced,Male,Ophthalmologist,None,Christian
11,Andrews Camp,Yvonne,Jordan,13,Daughter,NA,Female,Student,None,NA
12,Andrews Camp,Lydia,John,46,Head,Married,Female,Child psychotherapist,None,Hindu
12,Andrews Camp,Stewart,John,47,Husband,Married,Male,Land/geomatics surveyor,None,Hindu
12,Andrews Camp,Denise,John,15,Daughter,NA,Female,Student,None,Hindu
13,Andrews Camp,Dean,Booth,50,Head,Single,Male,Press sub,None,No Religion
13,Andrews Camp,Teresa,Bates,41,Partner,Single,Female,Contracting civil engineer,None,No Religion
14,Andrews Camp,Jenna,Taylor,41,Head,Married,Female,"Programmer, systems",None,No Religion
14,Andrews Camp,Nicholas,Taylor,45,Husband,Married,Male,"Administrator, charities/voluntary organisations",None,No Religion
14,Andrews Camp,Jonathan,Taylor,10,Son,NA,Male,Student,None,No Religion
14,Andrews Camp,Jenna,Taylor,8,Daughter,NA,Female,Student,None,No Religion
15,Andrews Camp,William,Stevens,38,Head,Single,Male,Lobbyist,None,No Religion
15,Andrews Camp,Stuart,Bradley,39,None,Single,Male,Database administrator,None,Christian
16,Andrews Camp,Paige,Anderson,51,Head,Single,Female,Chiropractor,None,Christian
16,Andrews Camp,Gordon,McKenzie,56,Partner,Single,Male,Hydrologist,None,No Religion
16,Andrews Camp,Jacqueline,Anderson,19,Daughter,Single,Female,University Student,None,Christian
16,Andrews Camp,Clive,Anderson,8,Son,NA,Male,Student,None,Christian
17,Andrews Camp,Liam,Marsh,42,Head,Married,Male,Medical illustrator,None,No Religion
17,Andrews Camp,Anna,Marsh,40,Wife,Married,Female,Chartered certified accountant,None,No Religion
18,Andrews Camp,Frances,Richardson,37,Head,Divorced,Female,Electrical engineer,None,Christian
18,Andrews Camp,Nigel,Richardson,10,Nephew,NA,Male,Student,None,NA
